l_shoulder,r_shoulder,l_elbow,r_elbow,l_wrist,r_wrist,l_hip,r_hip
"[0.544732928276062, 0.26793771982192993, -0.12154345214366913]","[0.4244822859764099, 0.2779143750667572, -0.0993337631225586]","[0.5892407298088074, 0.4044373035430908, -0.08455785363912582]","[0.41278764605522156, 0.4413434565067291, -0.08652640134096146]","[0.608786940574646, 0.5398247838020325, -0.20717701315879822]","[0.4124568998813629, 0.5893446803092957, -0.23756834864616394]","[0.516678512096405, 0.6066612005233765, -0.011707997880876064]","[0.4500351548194885, 0.605495810508728, 0.011821850202977657]"
"[0.5438551306724548, 0.26660841703414917, -0.12447341531515121]","[0.4235645532608032, 0.27814942598342896, -0.09915795922279358]","[0.5943155884742737, 0.4043980538845062, -0.08842042088508606]","[0.4123280346393585, 0.4416980743408203, -0.08255518972873688]","[0.6101557016372681, 0.5398540496826172, -0.21299560368061066]","[0.4122369885444641, 0.5900911688804626, -0.23397502303123474]","[0.5166794657707214, 0.6066494584083557, -0.011773034930229187]","[0.4499031901359558, 0.6054797172546387, 0.011884260922670364]"
"[0.5428887009620667, 0.2656416594982147, -0.12529893219470978]","[0.42270490527153015, 0.2790893614292145, -0.10062356293201447]","[0.5974094271659851, 0.4030202627182007, -0.08980802446603775]","[0.4118519425392151, 0.44287922978401184, -0.08258056640625]","[0.6150084733963013, 0.5395501852035522, -0.2097933441400528]","[0.4120592176914215, 0.591467022895813, -0.23104406893253326]","[0.5166873335838318, 0.6066322326660156, -0.011803329922258854]","[0.44985052943229675, 0.6055865287780762, 0.011916161514818668]"
"[0.541894257068634, 0.26485422253608704, -0.12659472227096558]","[0.4220975637435913, 0.2796410322189331, -0.10198436677455902]","[0.5970203280448914, 0.39681434631347656, -0.08662088960409164]","[0.4116557240486145, 0.4430988132953644, -0.08261063694953918]","[0.6183837056159973, 0.5347539782524109, -0.19841377437114716]","[0.4119333028793335, 0.5918352603912354, -0.22727487981319427]","[0.5166438221931458, 0.6065769195556641, -0.010973576456308365]","[0.44968217611312866, 0.6055765748023987, 0.011078882962465286]"
"[0.5411970615386963, 0.26452404260635376, -0.12744741141796112]","[0.42196306586265564, 0.27989092469215393, -0.10314293950796127]","[0.5975160002708435, 0.39572471380233765, -0.08133070915937424]","[0.41151028871536255, 0.4433291554450989, -0.08205534517765045]","[0.6210307478904724, 0.5364397764205933, -0.18657083809375763]","[0.41182148456573486, 0.5918715596199036, -0.2179001271724701]","[0.5164966583251953, 0.6067371368408203, -0.009482650086283684]","[0.44935131072998047, 0.6057776212692261, 0.009570055641233921]"
"[0.540459394454956, 0.26416653394699097, -0.12760894000530243]","[0.421810507774353, 0.2799702286720276, -0.10328485816717148]","[0.5970999598503113, 0.3928064703941345, -0.07718073576688766]","[0.41133081912994385, 0.4434366822242737, -0.0805063396692276]","[0.622516393661499, 0.5339175462722778, -0.17997059226036072]","[0.41170021891593933, 0.5921860337257385, -0.2107265144586563]","[0.516269326210022, 0.6067269444465637, -0.009119415655732155]","[0.44901561737060547, 0.6057746410369873, 0.009196577593684196]"
"[0.5396627187728882, 0.2636491656303406, -0.1275608241558075]","[0.4213916063308716, 0.2799586057662964, -0.10258665680885315]","[0.5970513820648193, 0.3899761438369751, -0.0778440460562706]","[0.4109814763069153, 0.4435541033744812, -0.07211143523454666]","[0.623966634273529, 0.526029109954834, -0.18463382124900818]","[0.4115584194660187, 0.592555820941925, -0.1932348608970642]","[0.5161823034286499, 0.6065329313278198, -0.008933836594223976]","[0.4489496350288391, 0.6057372689247131, 0.009006723761558533]"
"[0.5389642715454102, 0.2628627419471741, -0.12346479296684265]","[0.42094242572784424, 0.2799477279186249, -0.09923306852579117]","[0.5969725251197815, 0.3874377906322479, -0.08010276407003403]","[0.41042229533195496, 0.4439445734024048, -0.06872505694627762]","[0.624927282333374, 0.5142986178398132, -0.1938352882862091]","[0.4114629030227661, 0.592929482460022, -0.18974770605564117]","[0.5160147547721863, 0.6065590381622314, -0.009020967409014702]","[0.44884350895881653, 0.6057775020599365, 0.009095626883208752]"
"[0.5382269024848938, 0.26219549775123596, -0.11557703465223312]","[0.4203657805919647, 0.2799941599369049, -0.0979006215929985]","[0.5963001251220703, 0.38354572653770447, -0.07689663767814636]","[0.40985333919525146, 0.4448346197605133, -0.07018400728702545]","[0.6239754557609558, 0.504456639289856, -0.1970757097005844]","[0.41141477227211, 0.5939770340919495, -0.19468148052692413]","[0.5157901644706726, 0.6065661311149597, -0.00911723729223013]","[0.4487249255180359, 0.6057770252227783, 0.009193439967930317]"
"[0.5374777317047119, 0.26203012466430664, -0.11586057394742966]","[0.4197613298892975, 0.2800217270851135, -0.09720753878355026]","[0.5960988402366638, 0.3813662528991699, -0.08231547474861145]","[0.40922561287879944, 0.4455602467060089, -0.07127661257982254]","[0.6220837235450745, 0.4946756362915039, -0.23291243612766266]","[0.41133925318717957, 0.5944685339927673, -0.19491781294345856]","[0.5154812335968018, 0.6065148115158081, -0.010431340895593166]","[0.4484821856021881, 0.6056401133537292, 0.01052764430642128]"
"[0.5370065569877625, 0.2621237635612488, -0.12282759696245193]","[0.41879430413246155, 0.28001490235328674, -0.11193221062421799]","[0.5958512425422668, 0.382619172334671, -0.09382025897502899]","[0.4083804488182068, 0.44733908772468567, -0.08431346714496613]","[0.6213070154190063, 0.5008947253227234, -0.24345919489860535]","[0.4111384153366089, 0.5962026119232178, -0.21121199429035187]","[0.5151751041412354, 0.6065053939819336, -0.010893279686570168]","[0.44779860973358154, 0.6055108308792114, 0.010991761460900307]"
"[0.536791980266571, 0.2621947228908539, -0.14122843742370605]","[0.4180099666118622, 0.2798202931880951, -0.13579842448234558]","[0.5954843163490295, 0.38360288739204407, -0.11027892678976059]","[0.40750640630722046, 0.44798675179481506, -0.10526392608880997]","[0.6178403496742249, 0.5027288198471069, -0.2541690170764923]","[0.41095101833343506, 0.5971238017082214, -0.2288672924041748]","[0.5151660442352295, 0.6061035990715027, -0.010865313932299614]","[0.4476688504219055, 0.6050508618354797, 0.010961610823869705]"
"[0.536548912525177, 0.2622443735599518, -0.14041392505168915]","[0.4175662696361542, 0.2796688973903656, -0.13102445006370544]","[0.5927647352218628, 0.38438913226127625, -0.12080015242099762]","[0.4068821966648102, 0.44867274165153503, -0.100459024310112]","[0.6095848083496094, 0.5021858811378479, -0.2813125252723694]","[0.41092225909233093, 0.5977010130882263, -0.22462056577205658]","[0.5151504874229431, 0.6054947972297668, -0.011083322577178478]","[0.4474871754646301, 0.6050347089767456, 0.01117656845599413]"
"[0.5362279415130615, 0.26229721307754517, -0.1361321061849594]","[0.4173249900341034, 0.27963945269584656, -0.12772057950496674]","[0.5879661440849304, 0.3832029700279236, -0.13362827897071838]","[0.4062902629375458, 0.44905367493629456, -0.08446898311376572]","[0.6022331714630127, 0.4868655204772949, -0.3221728205680847]","[0.4109196066856384, 0.597840428352356, -0.19823645055294037]","[0.5150918960571289, 0.6043358445167542, -0.011383144184947014]","[0.4472387135028839, 0.6049064993858337, 0.01148362085223198]"
"[0.5360912680625916, 0.2623457610607147, -0.13547012209892273]","[0.4172528386116028, 0.2796652317047119, -0.12363742291927338]","[0.5846027731895447, 0.3833468556404114, -0.14474859833717346]","[0.4060266315937042, 0.44995957612991333, -0.08221040666103363]","[0.5947116017341614, 0.48626619577407837, -0.336456835269928]","[0.4109184145927429, 0.5979951024055481, -0.19306740164756775]","[0.5151085257530212, 0.603070080280304, -0.012269964441657066]","[0.4472387135028839, 0.6047433018684387, 0.01238074991852045]"
"[0.5355862975120544, 0.26238977909088135, -0.13648520410060883]","[0.4171682596206665, 0.27962180972099304, -0.13026459515094757]","[0.5807057023048401, 0.3837076723575592, -0.14696916937828064]","[0.40600505471229553, 0.45042750239372253, -0.09000125527381897]","[0.5895993709564209, 0.4825991094112396, -0.3418203592300415]","[0.4109819829463959, 0.5979606509208679, -0.19564054906368256]","[0.5151056051254272, 0.6010152101516724, -0.012231271713972092]","[0.44722339510917664, 0.6039953827857971, 0.012342621572315693]"
"[0.5349710583686829, 0.2623576521873474, -0.11858271807432175]","[0.41720640659332275, 0.2795359194278717, -0.1156531572341919]","[0.5753908157348633, 0.38336578011512756, -0.14090850949287415]","[0.40598753094673157, 0.45045432448387146, -0.08133985102176666]","[0.5851680636405945, 0.4764215648174286, -0.3506055474281311]","[0.41103556752204895, 0.5978482365608215, -0.18707147240638733]","[0.5151398777961731, 0.5985879302024841, -0.012033971957862377]","[0.4472954571247101, 0.6031636595726013, 0.01215909980237484]"
"[0.5347653031349182, 0.262412428855896, -0.11881335824728012]","[0.41735783219337463, 0.27932482957839966, -0.12349028885364532]","[0.5712499618530273, 0.38473525643348694, -0.1453738510608673]","[0.4059959352016449, 0.45037469267845154, -0.0880587175488472]","[0.575966477394104, 0.4809105098247528, -0.3459841310977936]","[0.4110603630542755, 0.597644567489624, -0.19115450978279114]","[0.5152934789657593, 0.5972958207130432, -0.010943242348730564]","[0.44733572006225586, 0.6024556159973145, 0.011064009740948677]"
"[0.5342550873756409, 0.26248905062675476, -0.11968905478715897]","[0.41738685965538025, 0.2793051302433014, -0.12010334432125092]","[0.5654117465019226, 0.38586223125457764, -0.14667536318302155]","[0.40597623586654663, 0.45034319162368774, -0.08352485299110413]","[0.5666369795799255, 0.48107582330703735, -0.35221466422080994]","[0.41112011671066284, 0.5974322557449341, -0.1838715374469757]","[0.5153442621231079, 0.5962290167808533, -0.010857565328478813]","[0.44747394323349, 0.6023013591766357, 0.010980355553328991]"
"[0.5338031053543091, 0.2637166678905487, -0.1203615739941597]","[0.4174483120441437, 0.27928924560546875, -0.1229926124215126]","[0.5611377954483032, 0.39292505383491516, -0.14930471777915955]","[0.4059704840183258, 0.45032113790512085, -0.08515537530183792]","[0.5572983622550964, 0.4831973612308502, -0.35313108563423157]","[0.4112488031387329, 0.5974122285842896, -0.1854313313961029]","[0.5153838992118835, 0.5949262380599976, -0.009859325364232063]","[0.44755011796951294, 0.6018738746643066, 0.009962243027985096]"
"[0.5335955023765564, 0.26516619324684143, -0.11467759311199188]","[0.41808220744132996, 0.2791815996170044, -0.11519458144903183]","[0.5564311146736145, 0.3982579708099365, -0.1522541642189026]","[0.4059775769710541, 0.4497202932834625, -0.08080101758241653]","[0.5535746812820435, 0.4823471009731293, -0.3738695979118347]","[0.4116479158401489, 0.5966127514839172, -0.177427276968956]","[0.5153747200965881, 0.594394326210022, -0.00928770937025547]","[0.44766566157341003, 0.601712167263031, 0.009377872571349144]"
"[0.5331889390945435, 0.2657415568828583, -0.10774403065443039]","[0.4187386929988861, 0.27907559275627136, -0.10736403614282608]","[0.5503547787666321, 0.3986941874027252, -0.1482069343328476]","[0.40586698055267334, 0.44894281029701233, -0.07252804934978485]","[0.5481290221214294, 0.47779056429862976, -0.36582568287849426]","[0.4119182825088501, 0.5962895750999451, -0.16728922724723816]","[0.5153514742851257, 0.5932765603065491, -0.007952137850224972]","[0.4478464424610138, 0.6011831760406494, 0.008026308380067348]"
"[0.5329087972640991, 0.2663535177707672, -0.10248634964227676]","[0.4193766415119171, 0.27880385518074036, -0.100669726729393]","[0.5472357869148254, 0.39936670660972595, -0.14644290506839752]","[0.40574005246162415, 0.4473237991333008, -0.06741373240947723]","[0.5430648326873779, 0.4786369502544403, -0.3595743775367737]","[0.4121507406234741, 0.5953607559204102, -0.1609220802783966]","[0.5152642130851746, 0.5922340154647827, -0.006197838578373194]","[0.4479362666606903, 0.6006303429603577, 0.006276172120124102]"
"[0.5322279334068298, 0.2663702070713043, -0.08736772835254669]","[0.42011263966560364, 0.278746634721756, -0.09576089680194855]","[0.5456677079200745, 0.39880678057670593, -0.10355973988771439]","[0.4057086110115051, 0.44706204533576965, -0.06475096195936203]","[0.5417344570159912, 0.4799298942089081, -0.30083805322647095]","[0.41271278262138367, 0.5953496098518372, -0.15532289445400238]","[0.515262246131897, 0.591924786567688, -0.0029103246051818132]","[0.44852980971336365, 0.600429892539978, 0.002991090528666973]"
"[0.5320430994033813, 0.2675968110561371, -0.08163992315530777]","[0.42112621665000916, 0.27874255180358887, -0.09821759164333344]","[0.5435415506362915, 0.39801791310310364, -0.05642383545637131]","[0.40563318133354187, 0.4471615254878998, -0.06498308479785919]","[0.5409268736839294, 0.48269009590148926, -0.2076733261346817]","[0.4131496846675873, 0.5960980653762817, -0.15842004120349884]","[0.5153144001960754, 0.5919235348701477, 6.383913569152355e-05]","[0.44932982325553894, 0.6003147959709167, 6.94827713232371e-06]"
"[0.5319922566413879, 0.2681128978729248, -0.07544079422950745]","[0.42201635241508484, 0.27873334288597107, -0.10557331144809723]","[0.5417255759239197, 0.3977591395378113, -0.027199817821383476]","[0.4055638611316681, 0.4473431706428528, -0.08127827197313309]","[0.5407863855361938, 0.4918692111968994, -0.15678225457668304]","[0.41348591446876526, 0.5974993705749512, -0.1631196290254593]","[0.5154127478599548, 0.5919807553291321, 0.0035417627077549696]","[0.4500793516635895, 0.600307047367096, -0.003458932973444462]"
"[0.5318320393562317, 0.2683899700641632, -0.0708559900522232]","[0.422696053981781, 0.2787303924560547, -0.1102759838104248]","[0.5401162505149841, 0.39797118306159973, -0.011495794169604778]","[0.40555503964424133, 0.4474641978740692, -0.08720134198665619]","[0.5398674011230469, 0.49180275201797485, -0.1295226663351059]","[0.4137313961982727, 0.5982927680015564, -0.1661899983882904]","[0.5154496431350708, 0.59206223487854, 0.005759567022323608]","[0.450607031583786, 0.6004754900932312, -0.005678956396877766]"
"[0.531607449054718, 0.26890677213668823, -0.07256705313920975]","[0.42318663001060486, 0.27864396572113037, -0.11408358067274094]","[0.5392611026763916, 0.39856061339378357, -0.005900651216506958]","[0.405466765165329, 0.44745033979415894, -0.0908522680401802]","[0.5430408120155334, 0.49659502506256104, -0.11470158398151398]","[0.41408368945121765, 0.5987739562988281, -0.17133525013923645]","[0.5154761075973511, 0.5922933220863342, 0.006212793756276369]","[0.4507906138896942, 0.6007038354873657, -0.00614748103544116]"
"[0.5314022302627563, 0.2692682445049286, -0.07695712149143219]","[0.4236050546169281, 0.2783494293689728, -0.11724323779344559]","[0.5387488603591919, 0.4027268588542938, -0.011538290418684483]","[0.40523242950439453, 0.44742950797080994, -0.0927029475569725]","[0.544734001159668, 0.5008071064949036, -0.11858651041984558]","[0.4142509996891022, 0.5993855595588684, -0.17571775615215302]","[0.5154721736907959, 0.5926285982131958, 0.0058309235610067844]","[0.4507809579372406, 0.6009658575057983, -0.0057688551023602486]"
"[0.531098484992981, 0.26932820677757263, -0.07872316986322403]","[0.42387083172798157, 0.2777685523033142, -0.12191557884216309]","[0.5378535985946655, 0.40453580021858215, -0.008221630938351154]","[0.4051186442375183, 0.44734394550323486, -0.0981501117348671]","[0.5456510782241821, 0.5098873972892761, -0.11030533164739609]","[0.41432228684425354, 0.5999002456665039, -0.1834476888179779]","[0.5154522657394409, 0.5928230881690979, 0.0059986114501953125]","[0.45077142119407654, 0.6010522246360779, -0.00593743147328496]"
"[0.5310373902320862, 0.2695424258708954, -0.07877063751220703]","[0.42402738332748413, 0.2772533893585205, -0.12080845981836319]","[0.5382049083709717, 0.4044469892978668, -0.007965920493006706]","[0.4050235450267792, 0.4466497302055359, -0.0957283079624176]","[0.5462926030158997, 0.5156497955322266, -0.1115446463227272]","[0.41436102986335754, 0.5997609496116638, -0.17978473007678986]","[0.5154522657394409, 0.5930574536323547, 0.005834273062646389]","[0.4507623612880707, 0.6011441946029663, -0.005775687750428915]"
"[0.5310410261154175, 0.26976925134658813, -0.07997798174619675]","[0.4240570664405823, 0.27664512395858765, -0.121061310172081]","[0.5383031368255615, 0.40449151396751404, -0.013263646513223648]","[0.40502065420150757, 0.44638925790786743, -0.0944439172744751]","[0.5463839173316956, 0.5203941464424133, -0.11603112518787384]","[0.4145215153694153, 0.5996879935264587, -0.17886283993721008]","[0.5155203342437744, 0.5930889844894409, 0.005491469521075487]","[0.4507664740085602, 0.6011410355567932, -0.0054315305314958096]"
"[0.5311385989189148, 0.2703937590122223, -0.09002070128917694]","[0.4240388870239258, 0.2761068642139435, -0.12422513961791992]","[0.5371735692024231, 0.4047509431838989, -0.022879717871546745]","[0.40493616461753845, 0.4461667239665985, -0.09425017237663269]","[0.5459299087524414, 0.5288547873497009, -0.13332268595695496]","[0.4147583246231079, 0.5994269847869873, -0.178660050034523]","[0.5155242681503296, 0.5931147336959839, 0.005161828361451626]","[0.45071977376937866, 0.6011554002761841, -0.005117699038237333]"
"[0.5311429500579834, 0.27043238282203674, -0.08999370783567429]","[0.4239397644996643, 0.27584540843963623, -0.12334483116865158]","[0.5370140075683594, 0.40384069085121155, -0.025637583807110786]","[0.404577374458313, 0.4456181228160858, -0.0896192267537117]","[0.5462208390235901, 0.5258567929267883, -0.14264637231826782]","[0.4151073396205902, 0.5985575318336487, -0.17115233838558197]","[0.5155252814292908, 0.5931361317634583, 0.004427474457770586]","[0.45065954327583313, 0.6013604402542114, -0.004385360982269049]"
"[0.5312698483467102, 0.27047252655029297, -0.08656167984008789]","[0.42382580041885376, 0.275648832321167, -0.12065551429986954]","[0.5375116467475891, 0.4022457003593445, -0.011124974116683006]","[0.404333233833313, 0.4451936185359955, -0.07589629292488098]","[0.5464531779289246, 0.5162237882614136, -0.1161414161324501]","[0.4155508875846863, 0.5969092845916748, -0.1525237262248993]","[0.5155262351036072, 0.5931702256202698, 0.0033141544554382563]","[0.45051348209381104, 0.6013959050178528, -0.0032603840809315443]"
"[0.5315983295440674, 0.27047085762023926, -0.0865553691983223]","[0.42366015911102295, 0.2753894627094269, -0.12047584354877472]","[0.5378316640853882, 0.39357998967170715, 0.007202742621302605]","[0.40384435653686523, 0.444682776927948, -0.07370863109827042]","[0.5468619465827942, 0.507576048374176, -0.07127044349908829]","[0.41573771834373474, 0.5948862433433533, -0.15167401731014252]","[0.5155280828475952, 0.5932039618492126, 0.002567760180681944]","[0.4503505825996399, 0.6013831496238708, -0.0025092943105846643]"
"[0.53196120262146, 0.2701479196548462, -0.08465456962585449]","[0.4235009551048279, 0.2748359441757202, -0.11782761663198471]","[0.5402142405509949, 0.3842393159866333, 0.025705639272928238]","[0.4032030403614044, 0.44124436378479004, -0.06847604364156723]","[0.5486239194869995, 0.4983690083026886, -0.03147997707128525]","[0.4157332181930542, 0.5912044048309326, -0.14712408185005188]","[0.5155145525932312, 0.5928255915641785, 0.0014610111247748137]","[0.45018264651298523, 0.6006551384925842, -0.0014054550556465983]"
"[0.5321929454803467, 0.2695614993572235, -0.08471537381410599]","[0.42339712381362915, 0.274364173412323, -0.12004267424345016]","[0.540650486946106, 0.38095661997795105, 0.03220604732632637]","[0.40275242924690247, 0.4397338926792145, -0.07117167860269547]","[0.5489414930343628, 0.4948257505893707, -0.018215280026197433]","[0.4155188202857971, 0.588900625705719, -0.15094074606895447]","[0.5153520703315735, 0.5925324559211731, 0.0012589142424985766]","[0.44976478815078735, 0.5999943017959595, -0.0012075274717062712]"
"[0.5329313278198242, 0.2693938910961151, -0.08903465420007706]","[0.42329710721969604, 0.2739342153072357, -0.12364515662193298]","[0.5407047271728516, 0.3822486698627472, 0.01779332384467125]","[0.40241536498069763, 0.4385177195072174, -0.07265239208936691]","[0.5418707132339478, 0.49841800332069397, -0.05061797797679901]","[0.4151579737663269, 0.5870753526687622, -0.15290789306163788]","[0.5153663754463196, 0.5923820734024048, 0.0010443995706737041]","[0.44969066977500916, 0.5995331406593323, -0.000993542023934424]"
"[0.5329299569129944, 0.2683258652687073, -0.08867909759283066]","[0.4232383370399475, 0.27343299984931946, -0.12325403839349747]","[0.5407212972640991, 0.3803645372390747, 0.02902175299823284]","[0.4022573232650757, 0.43789321184158325, -0.07003273069858551]","[0.5452091097831726, 0.4941275119781494, -0.025786038488149643]","[0.4144391119480133, 0.586387574672699, -0.14964647591114044]","[0.5153654217720032, 0.5923388600349426, 0.0009362128330394626]","[0.44963961839675903, 0.5994311571121216, -0.0008813072345219553]"
"[0.5331463813781738, 0.26740747690200806, -0.09463176131248474]","[0.422983855009079, 0.2734239101409912, -0.1214115247130394]","[0.540635883808136, 0.3814856708049774, 0.001224761363118887]","[0.40223628282546997, 0.4379563331604004, -0.06538581848144531]","[0.5401368737220764, 0.49479416012763977, -0.08755998313426971]","[0.41381457448005676, 0.5856329798698425, -0.14613085985183716]","[0.5154246687889099, 0.5923433899879456, -0.0015609738184139132]","[0.4495638608932495, 0.5993325710296631, 0.001622644835151732]"
"[0.5331969857215881, 0.26699069142341614, -0.09448122978210449]","[0.42272767424583435, 0.27339068055152893, -0.12045841664075851]","[0.5407125353813171, 0.3821202516555786, 0.004638551268726587]","[0.4021676182746887, 0.4380023181438446, -0.06368838995695114]","[0.5457702279090881, 0.4854566752910614, -0.07245726883411407]","[0.4129365384578705, 0.5857659578323364, -0.14469194412231445]","[0.5154599547386169, 0.5923148393630981, -0.001923718024045229]","[0.4494965374469757, 0.5992832779884338, 0.0019850844983011484]"
"[0.533694863319397, 0.26663342118263245, -0.10677656531333923]","[0.4226608872413635, 0.2731238603591919, -0.12218794971704483]","[0.5411313772201538, 0.3825504779815674, -0.015420576557517052]","[0.40212443470954895, 0.43809470534324646, -0.06535753607749939]","[0.5419899821281433, 0.48706263303756714, -0.10076988488435745]","[0.4117962718009949, 0.5854567289352417, -0.14656643569469452]","[0.5153933167457581, 0.5921948552131653, -0.002856810111552477]","[0.44916996359825134, 0.5990148186683655, 0.0029005606193095446]"
"[0.5336853265762329, 0.2646542489528656, -0.106272853910923]","[0.4223317801952362, 0.2732347548007965, -0.11825574189424515]","[0.5414143204689026, 0.3725704252719879, 0.021953975781798363]","[0.4020061790943146, 0.43762341141700745, -0.06209155172109604]","[0.5386985540390015, 0.4732896089553833, -0.014049219898879528]","[0.41023263335227966, 0.5834215879440308, -0.1438482105731964]","[0.5153899788856506, 0.5916295051574707, -0.0036407900042831898]","[0.4490395486354828, 0.5984770655632019, 0.003693292150273919]"
"[0.5335810780525208, 0.26022255420684814, -0.10795355588197708]","[0.4220162630081177, 0.273234099149704, -0.11776687204837799]","[0.5421240925788879, 0.366612046957016, -0.009603354148566723]","[0.4017947018146515, 0.43677347898483276, -0.06126962974667549]","[0.5365560054779053, 0.47722575068473816, -0.0765170156955719]","[0.40902388095855713, 0.5814573764801025, -0.1419995129108429]","[0.5153438448905945, 0.5901455879211426, -0.0051293452270329]","[0.44883984327316284, 0.596671998500824, 0.005167169030755758]"
"[0.5330797433853149, 0.2577296197414398, -0.10580804944038391]","[0.42166346311569214, 0.2732172906398773, -0.11563805490732193]","[0.543066680431366, 0.356088250875473, 0.012527265585958958]","[0.40176883339881897, 0.4363815486431122, -0.05828532949090004]","[0.5358325839042664, 0.4632163345813751, -0.01597994565963745]","[0.4082149267196655, 0.5805255174636841, -0.14182573556900024]","[0.5153045058250427, 0.5897735357284546, -0.0066106910817325115]","[0.44877785444259644, 0.596160352230072, 0.006639592349529266]"
"[0.5328355431556702, 0.25612300634384155, -0.11800620704889297]","[0.4211479425430298, 0.2729814946651459, -0.12096389383077621]","[0.5454849004745483, 0.3569168746471405, 0.007548448629677296]","[0.4014698565006256, 0.4360540211200714, -0.05843623727560043]","[0.5354740023612976, 0.44819214940071106, -0.03280377388000488]","[0.4076145589351654, 0.5800127983093262, -0.14818191528320312]","[0.5153053402900696, 0.5896044969558716, -0.008082875981926918]","[0.44876059889793396, 0.5958810448646545, 0.00808832049369812]"
"[0.5324774980545044, 0.25335466861724854, -0.11644535511732101]","[0.42034912109375, 0.27298468351364136, -0.12374619394540787]","[0.5483916997909546, 0.3567957878112793, 0.006920844316482544]","[0.4012679159641266, 0.4359535574913025, -0.06393145769834518]","[0.5361011624336243, 0.4559001922607422, -0.03158935531973839]","[0.40710628032684326, 0.5798488855361938, -0.1549520343542099]","[0.5153166651725769, 0.5887395739555359, -0.008242062292993069]","[0.4487556517124176, 0.5955130457878113, 0.008252095431089401]"
"[0.5309154987335205, 0.2479371279478073, -0.11766982823610306]","[0.4188982844352722, 0.27349987626075745, -0.1383034586906433]","[0.5545278191566467, 0.333771288394928, 0.019022630527615547]","[0.4012538194656372, 0.43576836585998535, -0.08030111342668533]","[0.5384578108787537, 0.43696415424346924, -7.491050200769678e-05]","[0.40658441185951233, 0.579173743724823, -0.1718953549861908]","[0.5154324173927307, 0.587636411190033, -0.008019671775400639]","[0.44891557097435, 0.595522940158844, 0.008031731471419334]"
"[0.5294687151908875, 0.2455580234527588, -0.10745581239461899]","[0.41768398880958557, 0.2740841507911682, -0.11101987212896347]","[0.5589510202407837, 0.32494890689849854, -0.024758020415902138]","[0.4009161591529846, 0.4346616268157959, -0.05585135519504547]","[0.5446904897689819, 0.40988287329673767, -0.12388727813959122]","[0.4062168002128601, 0.5783196091651917, -0.15242889523506165]","[0.5154327154159546, 0.5876321792602539, -0.009917821735143661]","[0.44886457920074463, 0.5957777500152588, 0.009936902672052383]"
"[0.5279476046562195, 0.24349085986614227, -0.10612203925848007]","[0.4167698919773102, 0.2746293246746063, -0.10610026866197586]","[0.5619401931762695, 0.3191050887107849, -0.06958860903978348]","[0.39968690276145935, 0.43399307131767273, -0.052509430795907974]","[0.5543696880340576, 0.3945971131324768, -0.21773098409175873]","[0.40591225028038025, 0.5779643058776855, -0.14524151384830475]","[0.5154038071632385, 0.5874039530754089, -0.010977553203701973]","[0.44883549213409424, 0.5957817435264587, 0.011018606834113598]"
"[0.5271141529083252, 0.23970678448677063, -0.12331045418977737]","[0.4156568646430969, 0.2751224637031555, -0.11880660057067871]","[0.5657328367233276, 0.31278088688850403, -0.1064126193523407]","[0.3984801173210144, 0.434041291475296, -0.060125987976789474]","[0.5600671768188477, 0.3884994685649872, -0.2679917514324188]","[0.40584424138069153, 0.5779995918273926, -0.14791813492774963]","[0.5154141783714294, 0.5860089063644409, -0.011837602593004704]","[0.44866520166397095, 0.5957450866699219, 0.011887515895068645]"
"[0.5271123051643372, 0.23846009373664856, -0.12506812810897827]","[0.41384637355804443, 0.275664359331131, -0.11859238147735596]","[0.5703223347663879, 0.31204718351364136, -0.13042713701725006]","[0.3979085683822632, 0.4347952604293823, -0.05985794961452484]","[0.5639844536781311, 0.3849962651729584, -0.314430832862854]","[0.40582576394081116, 0.5788873434066772, -0.14511150121688843]","[0.515497088432312, 0.5854126811027527, -0.01367590669542551]","[0.4485149383544922, 0.5957193374633789, 0.013734500855207443]"
"[0.526476263999939, 0.23603898286819458, -0.1110306978225708]","[0.4126822352409363, 0.2763490676879883, -0.10845507681369781]","[0.5731130242347717, 0.30486705899238586, -0.18325549364089966]","[0.3961542546749115, 0.4360460638999939, -0.07779563218355179]","[0.5786152482032776, 0.34948375821113586, -0.45184871554374695]","[0.4054718315601349, 0.5801820755004883, -0.18048955500125885]","[0.5156956315040588, 0.5846804976463318, -0.014615466818213463]","[0.44849100708961487, 0.5955264568328857, 0.014687896706163883]"
"[0.5259809494018555, 0.23355068266391754, -0.08293331414461136]","[0.4122594892978668, 0.2763446271419525, -0.07940404862165451]","[0.5766019821166992, 0.30047374963760376, -0.11623073369264603]","[0.3954452872276306, 0.4365570843219757, -0.02848239429295063]","[0.5914156436920166, 0.33961769938468933, -0.29296886920928955]","[0.40482059121131897, 0.5809259414672852, -0.10161843150854111]","[0.5156964659690857, 0.5845668911933899, -0.015017742291092873]","[0.4482470750808716, 0.595069408416748, 0.015122362412512302]"
"[0.5248357653617859, 0.2311440259218216, -0.08720923960208893]","[0.41182705760002136, 0.27638480067253113, -0.08550786972045898]","[0.5811871886253357, 0.291393905878067, -0.09997472912073135]","[0.3953266441822052, 0.4368533492088318, -0.023709403350949287]","[0.6033878922462463, 0.3414917588233948, -0.2803322672843933]","[0.4042852818965912, 0.5812176465988159, -0.08008382469415665]","[0.5157830119132996, 0.5845772624015808, -0.014810999855399132]","[0.4480881094932556, 0.5950667262077332, 0.014924845658242702]"
